MAG	p.adj	live_rate	Group
MAG9194	0.076	0.885521886	MAGs from other families
MAG9356	0.076	0.276094276	MAGs from other families
MAG10837	0.077	0.531986532	MAGs from other genus in Bacteroidaceae
MAG13115	0.077	0.491582492	MAGs from other families
MAG1342	0.077	0.855218855	MAGs from other families
MAG15160	0.077	0.585858586	MAGs from other families
MAG23088	0.077	0.952861953	MAGs from Phocaeicola
MAG2740	0.077	0.245791246	MAGs from other families
MAG2933	0.077	0.279461279	MAGs from other families
MAG5589	0.077	0.845117845	MAGs from other families
MAG9610	0.077	0.2996633	MAGs from other genus in Bacteroidaceae
MAG11062	0.078	0.286195286	MAGs from other families
MAG11151	0.078	0.929292929	MAGs from other families
MAG14155	0.078	0.35016835	MAGs from other families
MAG14343	0.078	0.65993266	MAGs from other families
MAG17385	0.078	0.377104377	MAGs from other families
MAG18492	0.078	0.255892256	MAGs from other families
MAG19069	0.078	0.272727273	MAGs from other families
MAG19361	0.078	0.424242424	MAGs from other families
MAG22638	0.078	0.875420875	MAGs from Phocaeicola
MAG2787	0.078	0.468013468	MAGs from other families
MAG3246	0.078	0.531986532	MAGs from other families
MAG3781	0.078	0.787878788	MAGs from other families
MAG5839	0.078	0.589225589	MAGs from Phocaeicola
MAG14019	0.079	0.750841751	MAGs from other families
MAG21790	0.079	0.663299663	MAGs from Phocaeicola
MAG3017	0.079	0.962962963	MAGs from other families
MAG3951	0.079	0.781144781	MAGs from other families
MAG494	0.079	0.925925926	MAGs from other families
MAG5148	0.079	0.636363636	MAGs from other families
MAG5830	0.079	0.703703704	MAGs from other families
MAG6541	0.079	0.902356902	MAGs from other genus in Bacteroidaceae
MAG8163	0.079	0.356902357	MAGs from other families
MAG8667	0.079	0.892255892	MAGs from Phocaeicola
MAG10090	0.08	0.7003367	MAGs from other genus in Bacteroidaceae
MAG11653	0.08	0.912457912	MAGs from other genus in Bacteroidaceae
MAG2238	0.08	0.454545455	MAGs from Phocaeicola
MAG3932	0.08	0.202020202	MAGs from other families
MAG8415	0.08	0.861952862	MAGs from other families
MAG10860	0.081	0.427609428	MAGs from other families
MAG11271	0.081	0.265993266	MAGs from other families
MAG11911	0.081	0.397306397	MAGs from other families
MAG12665	0.081	0.303030303	MAGs from other families
MAG1318	0.081	0.636363636	MAGs from other families
MAG15557	0.081	0.653198653	MAGs from other families
MAG16304	0.081	0.7003367	MAGs from other families
MAG16431	0.081	0.279461279	MAGs from other families
MAG19301	0.081	0.956228956	MAGs from other genus in Bacteroidaceae
MAG22301	0.081	0.548821549	MAGs from other families
MAG22714	0.081	0.205387205	MAGs from other families
MAG8897	0.081	0.410774411	MAGs from other families
MAG9683	0.081	0.508417508	MAGs from other families
MAG12678	0.082	0.343434343	MAGs from other families
MAG14193	0.082	0.212121212	MAGs from other families
MAG14200	0.082	0.36026936	MAGs from other families
MAG14520	0.082	0.781144781	MAGs from Phocaeicola
MAG19898	0.082	0.754208754	MAGs from other families
MAG2236	0.082	0.279461279	MAGs from other families
MAG23362	0.082	0.696969697	MAGs from other families
MAG3931	0.082	0.929292929	MAGs from Phocaeicola
MAG5247	0.082	0.225589226	MAGs from other families
MAG10589	0.083	0.259259259	MAGs from other families
MAG13934	0.083	0.882154882	MAGs from other families
MAG17201	0.083	0.582491582	MAGs from other families
MAG17645	0.083	0.558922559	MAGs from other families
MAG20340	0.083	0.252525253	MAGs from other families
MAG22999	0.083	0.962962963	MAGs from other families
MAG3023	0.083	0.888888889	MAGs from other families
MAG4832	0.083	0.612794613	MAGs from other families
MAG7730	0.083	0.276094276	MAGs from other families
MAG8481	0.083	0.269360269	MAGs from other families
MAG9734	0.083	0.215488215	MAGs from other families
MAG13214	0.084	0.565656566	MAGs from other families
MAG158	0.084	0.515151515	MAGs from other genus in Bacteroidaceae
MAG16514	0.084	0.582491582	MAGs from other families
MAG17627	0.084	0.363636364	MAGs from other families
MAG17891	0.084	0.215488215	MAGs from other families
MAG2762	0.084	0.235690236	MAGs from other families
MAG3674	0.084	0.434343434	MAGs from other families
MAG3904	0.084	0.424242424	MAGs from other genus in Bacteroidaceae
MAG8743	0.084	0.501683502	MAGs from other genus in Bacteroidaceae
MAG12131	0.085	0.95959596	MAGs from other families
MAG13477	0.085	0.343434343	MAGs from other families
MAG15661	0.085	0.498316498	MAGs from other genus in Bacteroidaceae
MAG17152	0.085	0.28956229	MAGs from other families
MAG20015	0.085	0.821548822	MAGs from other families
MAG21228	0.085	0.407407407	MAGs from other genus in Bacteroidaceae
MAG4723	0.085	0.861952862	MAGs from other genus in Bacteroidaceae
MAG6701	0.085	0.720538721	MAGs from other families
MAG13405	0.086	0.609427609	MAGs from other families
MAG14263	0.086	0.36026936	MAGs from other families
MAG14280	0.086	0.202020202	MAGs from other families
MAG17003	0.086	0.821548822	MAGs from other genus in Bacteroidaceae
MAG2484	0.086	0.323232323	MAGs from other families
MAG5073	0.086	0.63973064	MAGs from other families
MAG8405	0.086	0.898989899	MAGs from other genus in Bacteroidaceae
MAG9919	0.086	0.505050505	MAGs from other families
MAG10647	0.087	0.323232323	MAGs from other families
MAG1325	0.087	0.592592593	MAGs from other families
MAG21996	0.087	0.269360269	MAGs from other families
MAG4509	0.087	0.272727273	MAGs from other families
MAG5790	0.087	0.784511785	MAGs from other families
MAG8525	0.087	0.356902357	MAGs from other families
MAG10519	0.088	0.265993266	MAGs from other families
MAG1317	0.088	0.488215488	MAGs from other families
MAG13988	0.088	0.387205387	MAGs from other families
MAG16238	0.088	0.38047138	MAGs from other families
MAG17507	0.088	0.242424242	MAGs from other families
MAG18619	0.088	0.892255892	MAGs from other families
MAG6021	0.088	0.892255892	MAGs from other families
MAG9099	0.088	0.68013468	MAGs from other families
MAG10656	0.089	0.242424242	MAGs from other families
MAG13015	0.089	0.838383838	MAGs from Phocaeicola
MAG15110	0.089	0.464646465	MAGs from other families
MAG16560	0.089	0.245791246	MAGs from other families
MAG19271	0.089	0.68013468	MAGs from other families
MAG4391	0.089	0.249158249	MAGs from other families
MAG4483	0.089	0.377104377	MAGs from other families
MAG4633	0.089	0.905723906	MAGs from other families
MAG676	0.089	0.377104377	MAGs from other families
MAG7263	0.089	0.595959596	MAGs from other families
MAG8966	0.089	0.400673401	MAGs from other families
MAG15285	0.09	0.31986532	MAGs from other families
MAG19506	0.09	0.468013468	MAGs from other families
MAG19995	0.09	0.865319865	MAGs from other genus in Bacteroidaceae
MAG2044	0.09	0.232323232	MAGs from other families
MAG20529	0.09	0.764309764	MAGs from other families
MAG21902	0.09	0.279461279	MAGs from other families
MAG22	0.09	0.794612795	MAGs from other families
MAG4294	0.09	0.720538721	MAGs from other families
MAG4693	0.09	0.383838384	MAGs from other families
MAG9319	0.09	0.643097643	MAGs from other families
MAG10725	0.091	0.232323232	MAGs from other families
MAG11470	0.091	0.390572391	MAGs from other families
MAG11987	0.091	0.407407407	MAGs from other families
MAG14138	0.091	0.245791246	MAGs from other families
MAG15010	0.091	0.34006734	MAGs from other families
MAG17806	0.091	0.447811448	MAGs from other families
MAG19290	0.091	0.323232323	MAGs from other genus in Bacteroidaceae
MAG5161	0.091	0.276094276	MAGs from other families
MAG8515	0.091	0.30976431	MAGs from other families
MAG8938	0.091	0.225589226	MAGs from other genus in Bacteroidaceae
MAG12525	0.092	0.303030303	MAGs from other families
MAG13585	0.092	0.774410774	MAGs from other genus in Bacteroidaceae
MAG16947	0.092	0.2996633	MAGs from other families
MAG17729	0.092	0.545454545	MAGs from Phocaeicola
MAG18301	0.092	0.757575758	MAGs from other families
MAG18677	0.092	0.898989899	MAGs from other families
MAG21390	0.092	0.545454545	MAGs from other genus in Bacteroidaceae
MAG5278	0.092	0.252525253	MAGs from other families
MAG5593	0.092	0.976430976	MAGs from other families
MAG7886	0.092	0.215488215	MAGs from other families
MAG9959	0.092	0.255892256	MAGs from other families
MAG10352	0.093	0.212121212	MAGs from other families
MAG11032	0.093	0.966329966	MAGs from other genus in Bacteroidaceae
MAG11501	0.093	0.461279461	MAGs from other families
MAG11733	0.093	0.303030303	MAGs from other families
MAG13224	0.093	0.609427609	MAGs from other genus in Bacteroidaceae
MAG14278	0.093	0.417508418	MAGs from other families
MAG14285	0.093	0.222222222	MAGs from other families
MAG16016	0.093	0.292929293	MAGs from other families
MAG17233	0.093	0.336700337	MAGs from other families
MAG23012	0.093	0.215488215	MAGs from other genus in Bacteroidaceae
MAG4158	0.093	0.202020202	MAGs from other families
MAG5097	0.093	0.255892256	MAGs from other families
MAG9441	0.093	0.38047138	MAGs from other families
MAG10840	0.094	0.343434343	MAGs from other families
MAG11328	0.094	0.242424242	MAGs from other families
MAG11607	0.094	0.38047138	MAGs from other families
MAG12817	0.094	0.245791246	MAGs from other families
MAG22687	0.094	0.356902357	MAGs from other families
MAG3233	0.094	0.585858586	MAGs from other genus in Bacteroidaceae
MAG4534	0.094	0.96969697	MAGs from other families
MAG5585	0.094	0.787878788	MAGs from other families
MAG7462	0.094	0.713804714	MAGs from other families
MAG8907	0.094	0.595959596	MAGs from other families
MAG9764	0.094	0.61952862	MAGs from other families
MAG10053	0.095	0.232323232	MAGs from other families
MAG10247	0.095	0.713804714	MAGs from other families
MAG11233	0.095	0.548821549	MAGs from other families
MAG19971	0.095	0.424242424	MAGs from other families
MAG21612	0.095	0.558922559	MAGs from other genus in Bacteroidaceae
MAG22911	0.095	0.673400673	MAGs from other genus in Bacteroidaceae
MAG3667	0.095	0.973063973	MAGs from Phocaeicola
MAG4203	0.095	0.878787879	MAGs from other families
MAG4583	0.095	0.397306397	MAGs from other families
MAG6371	0.095	0.346801347	MAGs from other families
MAG7094	0.095	0.447811448	MAGs from other families
MAG7433	0.095	0.286195286	MAGs from other families
MAG8764	0.095	0.34006734	MAGs from other families
MAG10720	0.096	0.333333333	MAGs from other families
MAG12170	0.096	0.501683502	MAGs from other genus in Bacteroidaceae
MAG12580	0.096	0.7003367	MAGs from other families
MAG15986	0.096	0.952861953	MAGs from other families
MAG18334	0.096	0.232323232	MAGs from other genus in Bacteroidaceae
MAG2292	0.096	0.28956229	MAGs from Phocaeicola
MAG23221	0.096	0.936026936	MAGs from Phocaeicola
MAG3027	0.096	0.222222222	MAGs from other families
MAG324	0.096	0.814814815	MAGs from Phocaeicola
MAG3355	0.096	0.956228956	MAGs from other families
MAG4110	0.096	0.356902357	MAGs from other families
MAG5557	0.096	0.841750842	MAGs from other genus in Bacteroidaceae
MAG7463	0.096	0.952861953	MAGs from other families
MAG11036	0.097	0.377104377	MAGs from other families
MAG12031	0.097	0.252525253	MAGs from other families
MAG12249	0.097	0.377104377	MAGs from other families
MAG12653	0.097	0.97979798	MAGs from other families
MAG14863	0.097	0.437710438	MAGs from other families
MAG15029	0.097	0.36026936	MAGs from other families
MAG15407	0.097	0.734006734	MAGs from other families
MAG17122	0.097	0.595959596	MAGs from other families
MAG593	0.097	0.905723906	MAGs from Phocaeicola
MAG9237	0.097	0.542087542	MAGs from other genus in Bacteroidaceae
MAG12890	0.098	0.838383838	MAGs from Phocaeicola
MAG16165	0.098	0.636363636	MAGs from other families
MAG17163	0.098	0.255892256	MAGs from other families
MAG17611	0.098	0.222222222	MAGs from other families
MAG19731	0.098	0.828282828	MAGs from other families
MAG20718	0.098	0.69023569	MAGs from Phocaeicola
MAG22728	0.098	0.949494949	MAGs from Phocaeicola
MAG4379	0.098	0.801346801	MAGs from other families
MAG5194	0.098	0.653198653	MAGs from other families
MAG9191	0.098	0.239057239	MAGs from other families
MAG10676	0.099	0.808080808	MAGs from other genus in Bacteroidaceae
MAG10995	0.099	0.521885522	MAGs from other families
MAG12387	0.099	0.599326599	MAGs from other families
MAG12780	0.099	0.400673401	MAGs from other genus in Bacteroidaceae
MAG14157	0.099	0.531986532	MAGs from other families
MAG15201	0.099	0.343434343	MAGs from other families
MAG16927	0.099	0.552188552	MAGs from other families
MAG22894	0.099	0.38047138	MAGs from other families
MAG2377	0.099	0.390572391	MAGs from other families
MAG4537	0.099	0.612794613	MAGs from Phocaeicola
MAG848	0.099	0.616161616	MAGs from other families
MAG9770	0.099	0.865319865	MAGs from other families
MAG10028	0.1	0.983164983	MAGs from other families
MAG10155	0.1	0.592592593	MAGs from other genus in Bacteroidaceae
MAG1117	0.1	0.498316498	MAGs from other families
MAG11221	0.1	0.740740741	MAGs from other families
MAG12320	0.1	0.228956229	MAGs from other families
MAG12393	0.1	0.589225589	MAGs from other families
MAG12476	0.1	0.562289562	MAGs from other families
MAG132	0.1	0.286195286	MAGs from other families
MAG13836	0.1	0.898989899	MAGs from Phocaeicola
MAG13948	0.1	0.986531987	MAGs from other families
MAG15359	0.1	0.326599327	MAGs from other families
MAG15523	0.1	0.855218855	MAGs from other families
MAG15726	0.1	0.63973064	MAGs from Phocaeicola
MAG16521	0.1	0.858585859	MAGs from other families
MAG16597	0.1	0.811447811	MAGs from other genus in Bacteroidaceae
MAG16682	0.1	0.565656566	MAGs from other families
MAG16851	0.1	0.774410774	MAGs from other families
MAG16969	0.1	0.909090909	MAGs from other families
MAG17202	0.1	0.737373737	MAGs from other families
MAG17607	0.1	0.720538721	MAGs from other families
MAG17753	0.1	0.734006734	MAGs from other families
MAG17826	0.1	0.754208754	MAGs from other families
MAG18129	0.1	0.333333333	MAGs from other families
MAG19299	0.1	0.488215488	MAGs from other families
MAG19911	0.1	0.417508418	MAGs from other families
MAG20292	0.1	0.225589226	MAGs from other families
MAG20895	0.1	0.245791246	MAGs from other genus in Bacteroidaceae
MAG22069	0.1	0.225589226	MAGs from other families
MAG22673	0.1	0.663299663	MAGs from other families
MAG2473	0.1	0.208754209	MAGs from other families
MAG2850	0.1	0.882154882	MAGs from other families
MAG3064	0.1	0.858585859	MAGs from other families
MAG3127	0.1	0.653198653	MAGs from other families
MAG3481	0.1	0.575757576	MAGs from other families
MAG3516	0.1	0.929292929	MAGs from Phocaeicola
MAG4202	0.1	0.494949495	MAGs from other genus in Bacteroidaceae
MAG4205	0.1	0.952861953	MAGs from other families
MAG4300	0.1	0.202020202	MAGs from other families
MAG4579	0.1	0.666666667	MAGs from other genus in Bacteroidaceae
MAG4628	0.1	0.962962963	MAGs from Phocaeicola
MAG470	0.1	0.757575758	MAGs from other genus in Bacteroidaceae
MAG5549	0.1	0.875420875	MAGs from other families
MAG5950	0.1	0.774410774	MAGs from other families
MAG5997	0.1	0.424242424	MAGs from other families
MAG6066	0.1	0.747474747	MAGs from other families
MAG6314	0.1	0.205387205	MAGs from other families
MAG697	0.1	0.757575758	MAGs from other genus in Bacteroidaceae
MAG7239	0.1	0.98989899	MAGs from other genus in Bacteroidaceae
MAG7384	0.1	0.37037037	MAGs from other genus in Bacteroidaceae
MAG7591	0.1	0.333333333	MAGs from other families
MAG8282	0.1	0.373737374	MAGs from other families
MAG8567	0.1	0.225589226	MAGs from other families
MAG9149	0.1	0.592592593	MAGs from other genus in Bacteroidaceae
MAG9314	0.1	0.508417508	MAGs from Phocaeicola
MAG9345	0.1	0.356902357	MAGs from other families
MAG949	0.1	0.427609428	MAGs from other families
MAG10226	0.11	0.393939394	MAGs from other families
MAG10236	0.11	0.2996633	MAGs from other families
MAG10382	0.11	0.202020202	MAGs from other families
MAG10540	0.11	0.272727273	MAGs from other families
MAG1067	0.11	0.791245791	MAGs from other genus in Bacteroidaceae
MAG10895	0.11	0.282828283	MAGs from other genus in Bacteroidaceae
MAG10991	0.11	0.326599327	MAGs from other families
MAG11115	0.11	0.222222222	MAGs from other families
MAG11219	0.11	0.771043771	MAGs from other families
MAG11538	0.11	0.326599327	MAGs from other families
MAG11605	0.11	0.626262626	MAGs from other families
MAG11680	0.11	0.555555556	MAGs from other families
MAG11954	0.11	0.478114478	MAGs from other families
MAG12095	0.11	0.67003367	MAGs from other families
MAG12232	0.11	0.326599327	MAGs from other families
MAG13026	0.11	0.225589226	MAGs from other families
MAG13064	0.11	0.303030303	MAGs from other families
MAG13524	0.11	0.64983165	MAGs from other families
MAG13556	0.11	1	MAGs from other families
MAG13578	0.11	0.417508418	MAGs from other genus in Bacteroidaceae
MAG13797	0.11	0.252525253	MAGs from other families
MAG13813	0.11	0.249158249	MAGs from other families
MAG14056	0.11	0.653198653	MAGs from other families
