MAG	p.adj	live_rate	Group
MAG16797	0.35	0.218855219	MAGs from other families
MAG16911	0.35	0.239057239	MAGs from other families
MAG17045	0.35	0.28956229	MAGs from other families
MAG17196	0.35	0.218855219	MAGs from other families
MAG17264	0.35	0.400673401	MAGs from other families
MAG17330	0.35	0.235690236	MAGs from other families
MAG17356	0.35	0.808080808	MAGs from other families
MAG17441	0.35	0.242424242	MAGs from other families
MAG17653	0.35	0.235690236	MAGs from other families
MAG19015	0.35	0.663299663	MAGs from other families
MAG19959	0.35	0.96969697	MAGs from other genus in Bacteroidaceae
MAG20065	0.35	0.437710438	MAGs from other families
MAG21573	0.35	0.727272727	MAGs from other families
MAG22472	0.35	0.390572391	MAGs from other families
MAG22618	0.35	0.481481481	MAGs from other genus in Bacteroidaceae
MAG2680	0.35	0.929292929	MAGs from other families
MAG2715	0.35	0.909090909	MAGs from other genus in Bacteroidaceae
MAG2839	0.35	0.845117845	MAGs from other families
MAG3390	0.35	0.653198653	MAGs from other families
MAG352	0.35	0.202020202	MAGs from other families
MAG3599	0.35	0.750841751	MAGs from other genus in Bacteroidaceae
MAG4316	0.35	0.932659933	MAGs from other families
MAG4986	0.35	0.915824916	MAGs from other genus in Bacteroidaceae
MAG5212	0.35	0.797979798	MAGs from other families
MAG5594	0.35	0.202020202	MAGs from other families
MAG5722	0.35	0.797979798	MAGs from other families
MAG577	0.35	0.703703704	MAGs from other families
MAG5865	0.35	0.643097643	MAGs from other families
MAG5896	0.35	0.343434343	MAGs from other families
MAG6067	0.35	0.286195286	MAGs from other families
MAG6466	0.35	0.215488215	MAGs from other families
MAG7818	0.35	0.464646465	MAGs from other families
MAG8699	0.35	0.356902357	MAGs from other families
MAG9111	0.35	0.228956229	MAGs from other families
MAG9385	0.35	0.673400673	MAGs from other families
MAG9436	0.35	0.272727273	MAGs from other families
MAG9589	0.35	0.208754209	MAGs from other families
MAG9797	0.35	0.259259259	MAGs from other families
MAG9809	0.35	0.787878788	MAGs from other families
MAG9895	0.35	0.676767677	MAGs from other families
MAG9983	0.35	0.457912458	MAGs from other families
MAG10004	0.36	0.744107744	MAGs from other families
MAG1004	0.36	0.595959596	MAGs from other families
MAG10170	0.36	0.505050505	MAGs from other families
MAG10823	0.36	0.222222222	MAGs from other families
MAG10882	0.36	0.427609428	MAGs from other families
MAG11382	0.36	0.265993266	MAGs from other families
MAG11557	0.36	0.898989899	MAGs from other families
MAG11862	0.36	0.878787879	MAGs from other families
MAG12226	0.36	0.69023569	MAGs from other genus in Bacteroidaceae
MAG12397	0.36	0.764309764	MAGs from other families
MAG12745	0.36	0.420875421	MAGs from other families
MAG13056	0.36	0.404040404	MAGs from other families
MAG13753	0.36	0.34006734	MAGs from other families
MAG13761	0.36	0.767676768	MAGs from other families
MAG13763	0.36	0.572390572	MAGs from other families
MAG14096	0.36	0.235690236	MAGs from other families
MAG14102	0.36	0.38047138	MAGs from other families
MAG14204	0.36	0.245791246	MAGs from other families
MAG14256	0.36	0.208754209	MAGs from other families
MAG14359	0.36	0.579124579	MAGs from other families
MAG14750	0.36	0.34006734	MAGs from other families
MAG14890	0.36	0.393939394	MAGs from other families
MAG15341	0.36	0.505050505	MAGs from other families
MAG15508	0.36	0.488215488	MAGs from other families
MAG15727	0.36	0.929292929	MAGs from other families
MAG15812	0.36	0.518518519	MAGs from other families
MAG15842	0.36	0.488215488	MAGs from other families
MAG15887	0.36	0.784511785	MAGs from other families
MAG15950	0.36	0.303030303	MAGs from other families
MAG16135	0.36	0.494949495	MAGs from other families
MAG16148	0.36	0.313131313	MAGs from other families
MAG16272	0.36	0.437710438	MAGs from other families
MAG16362	0.36	0.336700337	MAGs from other families
MAG16892	0.36	0.363636364	MAGs from other families
MAG16965	0.36	0.63973064	MAGs from other families
MAG17075	0.36	0.414141414	MAGs from other genus in Bacteroidaceae
MAG17123	0.36	0.269360269	MAGs from other families
MAG17172	0.36	0.855218855	MAGs from other genus in Bacteroidaceae
MAG17482	0.36	0.925925926	MAGs from other families
MAG17818	0.36	0.292929293	MAGs from other families
MAG18832	0.36	0.579124579	MAGs from other families
MAG19771	0.36	0.383838384	MAGs from other families
MAG20366	0.36	0.872053872	MAGs from other families
MAG20491	0.36	0.558922559	MAGs from other families
MAG20492	0.36	0.515151515	MAGs from other families
MAG20808	0.36	0.804713805	MAGs from other families
MAG21557	0.36	0.565656566	MAGs from other families
MAG22313	0.36	0.828282828	MAGs from other families
MAG2841	0.36	0.2996633	MAGs from other families
MAG3159	0.36	0.272727273	MAGs from other families
MAG3248	0.36	0.252525253	MAGs from other genus in Bacteroidaceae
MAG4218	0.36	0.63973064	MAGs from other families
MAG4643	0.36	0.942760943	MAGs from other families
MAG4661	0.36	0.895622896	MAGs from other families
MAG5189	0.36	0.528619529	MAGs from other families
MAG6596	0.36	0.609427609	MAGs from other families
MAG8352	0.36	0.595959596	MAGs from other families
MAG8750	0.36	0.818181818	MAGs from other genus in Bacteroidaceae
MAG8767	0.36	0.387205387	MAGs from other families
MAG8772	0.36	0.37037037	MAGs from other families
MAG9306	0.36	0.498316498	MAGs from other genus in Bacteroidaceae
MAG9433	0.36	0.61952862	MAGs from other families
MAG9744	0.36	0.2996633	MAGs from other families
MAG9860	0.36	0.316498316	MAGs from other families
MAG10100	0.37	0.296296296	MAGs from other families
MAG10116	0.37	0.387205387	MAGs from other families
MAG10288	0.37	0.882154882	MAGs from other genus in Bacteroidaceae
MAG10556	0.37	0.760942761	MAGs from other families
MAG11352	0.37	0.205387205	MAGs from other families
MAG11858	0.37	0.215488215	MAGs from other genus in Bacteroidaceae
MAG11972	0.37	0.468013468	MAGs from other families
MAG12029	0.37	0.292929293	MAGs from other families
MAG12252	0.37	0.31986532	MAGs from other genus in Bacteroidaceae
MAG12256	0.37	0.383838384	MAGs from other families
MAG12829	0.37	0.464646465	MAGs from other genus in Bacteroidaceae
MAG12832	0.37	0.279461279	MAGs from other genus in Bacteroidaceae
MAG13089	0.37	0.228956229	MAGs from other families
MAG13143	0.37	0.505050505	MAGs from other families
MAG13197	0.37	0.249158249	MAGs from Phocaeicola
MAG13246	0.37	0.208754209	MAGs from other families
MAG13395	0.37	0.265993266	MAGs from other families
MAG13514	0.37	0.831649832	MAGs from other families
MAG13562	0.37	0.804713805	MAGs from other families
MAG1358	0.37	0.696969697	MAGs from other families
MAG14466	0.37	0.410774411	MAGs from other families
MAG14511	0.37	0.528619529	MAGs from other families
MAG14614	0.37	0.831649832	MAGs from other families
MAG15170	0.37	0.272727273	MAGs from other genus in Bacteroidaceae
MAG15553	0.37	0.457912458	MAGs from other families
MAG15645	0.37	0.811447811	MAGs from other families
MAG15937	0.37	0.454545455	MAGs from other families
MAG16350	0.37	0.602693603	MAGs from other families
MAG17010	0.37	0.909090909	MAGs from other families
MAG17133	0.37	0.218855219	MAGs from other families
MAG17568	0.37	0.582491582	MAGs from other families
MAG17834	0.37	0.973063973	MAGs from other families
MAG17858	0.37	0.666666667	MAGs from other families
MAG18888	0.37	0.98989899	MAGs from other families
MAG19012	0.37	0.636363636	MAGs from other families
MAG19275	0.37	0.242424242	MAGs from other families
MAG19605	0.37	0.30976431	MAGs from other families
MAG19720	0.37	0.208754209	MAGs from other families
MAG19764	0.37	0.494949495	MAGs from other families
MAG19894	0.37	0.202020202	MAGs from other families
MAG20139	0.37	0.824915825	MAGs from other families
MAG20147	0.37	0.956228956	MAGs from other families
MAG22761	0.37	0.249158249	MAGs from other families
MAG22902	0.37	0.915824916	MAGs from other genus in Bacteroidaceae
MAG23149	0.37	0.38047138	MAGs from other genus in Bacteroidaceae
MAG23311	0.37	0.316498316	MAGs from other families
MAG2360	0.37	0.420875421	MAGs from other families
MAG3296	0.37	0.272727273	MAGs from other families
MAG3367	0.37	0.616161616	MAGs from other families
MAG3597	0.37	0.208754209	MAGs from other families
MAG4017	0.37	0.333333333	MAGs from other families
MAG4210	0.37	0.205387205	MAGs from other genus in Bacteroidaceae
MAG4549	0.37	0.96969697	MAGs from other families
MAG4591	0.37	0.875420875	MAGs from other families
MAG4602	0.37	0.808080808	MAGs from other families
MAG4935	0.37	0.447811448	MAGs from other families
MAG4980	0.37	0.653198653	MAGs from other families
MAG5443	0.37	0.202020202	MAGs from other families
MAG6376	0.37	0.212121212	MAGs from other families
MAG6743	0.37	0.986531987	MAGs from other families
MAG7255	0.37	0.781144781	MAGs from other families
MAG7371	0.37	0.949494949	MAGs from other families
MAG8495	0.37	0.225589226	MAGs from other families
MAG8769	0.37	0.760942761	MAGs from other families
MAG9158	0.37	0.313131313	MAGs from other families
MAG9227	0.37	0.222222222	MAGs from other families
MAG9611	0.37	0.501683502	MAGs from other genus in Bacteroidaceae
MAG9625	0.37	0.34006734	MAGs from other families
MAG9681	0.37	0.703703704	MAGs from other families
MAG10109	0.38	0.898989899	MAGs from other families
MAG10357	0.38	0.31986532	MAGs from other families
MAG11422	0.38	0.353535354	MAGs from other families
MAG11784	0.38	0.949494949	MAGs from other genus in Bacteroidaceae
MAG12138	0.38	0.269360269	MAGs from other families
MAG1253	0.38	0.222222222	MAGs from other families
MAG12616	0.38	0.552188552	MAGs from other families
MAG12687	0.38	0.703703704	MAGs from other families
MAG12813	0.38	0.676767677	MAGs from other families
MAG12989	0.38	0.508417508	MAGs from other families
MAG13569	0.38	0.353535354	MAGs from other families
MAG13581	0.38	0.491582492	MAGs from other families
MAG14489	0.38	0.282828283	MAGs from other families
MAG14688	0.38	0.37037037	MAGs from other families
MAG1475	0.38	0.447811448	MAGs from other families
MAG14888	0.38	0.521885522	MAGs from other families
MAG15087	0.38	0.282828283	MAGs from other families
MAG15116	0.38	0.265993266	MAGs from other families
MAG16260	0.38	0.814814815	MAGs from other families
MAG16972	0.38	0.383838384	MAGs from other families
MAG16996	0.38	0.599326599	MAGs from other families
MAG17279	0.38	0.703703704	MAGs from other families
MAG17361	0.38	0.828282828	MAGs from Phocaeicola
MAG17447	0.38	0.218855219	MAGs from other families
MAG17491	0.38	0.68013468	MAGs from other families
MAG17634	0.38	0.259259259	MAGs from other families
MAG18048	0.38	0.32996633	MAGs from other genus in Bacteroidaceae
MAG19297	0.38	0.515151515	MAGs from other families
MAG20191	0.38	0.286195286	MAGs from other families
MAG20300	0.38	0.420875421	MAGs from other families
MAG20383	0.38	0.232323232	MAGs from other families
MAG21038	0.38	0.861952862	MAGs from other families
MAG21711	0.38	0.875420875	MAGs from other families
MAG22339	0.38	0.468013468	MAGs from other families
MAG22550	0.38	0.872053872	MAGs from other genus in Bacteroidaceae
MAG2660	0.38	0.976430976	MAGs from other families
MAG2714	0.38	0.848484848	MAGs from other families
MAG4059	0.38	0.407407407	MAGs from other families
MAG4082	0.38	0.845117845	MAGs from other families
MAG4281	0.38	0.794612795	MAGs from other families
MAG4468	0.38	0.535353535	MAGs from other families
MAG4793	0.38	0.525252525	MAGs from other families
MAG5119	0.38	0.245791246	MAGs from other families
MAG5219	0.38	0.259259259	MAGs from other families
MAG5308	0.38	0.249158249	MAGs from other families
MAG568	0.38	0.885521886	MAGs from other genus in Bacteroidaceae
MAG5965	0.38	0.841750842	MAGs from other genus in Bacteroidaceae
MAG6019	0.38	0.767676768	MAGs from other genus in Bacteroidaceae
MAG6401	0.38	0.562289562	MAGs from other families
MAG8287	0.38	0.821548822	MAGs from other families
MAG8640	0.38	0.222222222	MAGs from other families
MAG8821	0.38	1	MAGs from other genus in Bacteroidaceae
MAG9136	0.38	0.558922559	MAGs from Phocaeicola
MAG9342	0.38	0.511784512	MAGs from other families
MAG9383	0.38	0.35016835	MAGs from other families
MAG10367	0.39	0.255892256	MAGs from other families
MAG10372	0.39	0.858585859	MAGs from other genus in Bacteroidaceae
MAG10464	0.39	0.892255892	MAGs from other families
MAG10563	0.39	0.205387205	MAGs from other families
MAG10782	0.39	0.888888889	MAGs from other genus in Bacteroidaceae
MAG11096	0.39	0.98989899	MAGs from other families
MAG11587	0.39	0.265993266	MAGs from other families
MAG11682	0.39	0.404040404	MAGs from other families
MAG12359	0.39	0.222222222	MAGs from other families
MAG12742	0.39	0.579124579	MAGs from other genus in Bacteroidaceae
MAG12883	0.39	0.653198653	MAGs from other families
MAG13068	0.39	0.228956229	MAGs from other families
MAG1320	0.39	0.228956229	MAGs from other families
MAG13247	0.39	0.333333333	MAGs from other families
MAG14063	0.39	0.417508418	MAGs from other families
MAG14229	0.39	0.646464646	MAGs from other families
MAG14439	0.39	0.343434343	MAGs from other families
MAG14987	0.39	0.262626263	MAGs from other families
MAG15030	0.39	0.390572391	MAGs from other families
MAG15377	0.39	0.272727273	MAGs from other families
MAG15703	0.39	0.32996633	MAGs from other families
MAG15978	0.39	0.845117845	MAGs from other families
MAG16149	0.39	0.858585859	MAGs from other families
MAG16372	0.39	0.636363636	MAGs from other families
MAG16664	0.39	0.35016835	MAGs from other families
MAG16725	0.39	0.356902357	MAGs from other families
MAG16958	0.39	0.616161616	MAGs from other families
MAG16961	0.39	0.505050505	MAGs from other families
MAG17288	0.39	0.457912458	MAGs from other families
MAG17295	0.39	0.212121212	MAGs from other families
MAG18482	0.39	0.225589226	MAGs from other genus in Bacteroidaceae
MAG18513	0.39	0.64983165	MAGs from other families
MAG18714	0.39	0.35016835	MAGs from other families
MAG20085	0.39	0.441077441	MAGs from other families
MAG21640	0.39	0.239057239	MAGs from other families
MAG22029	0.39	0.777777778	MAGs from other genus in Bacteroidaceae
MAG22544	0.39	0.239057239	MAGs from other families
MAG22600	0.39	0.343434343	MAGs from other families
MAG22898	0.39	0.265993266	MAGs from other families
MAG22899	0.39	0.545454545	MAGs from other families
MAG2678	0.39	0.212121212	MAGs from other families
MAG3868	0.39	0.235690236	MAGs from other families
MAG5894	0.39	0.676767677	MAGs from other families
MAG6044	0.39	0.949494949	MAGs from other families
MAG6077	0.39	0.387205387	MAGs from other families
MAG6984	0.39	0.643097643	MAGs from other genus in Bacteroidaceae
MAG8261	0.39	0.208754209	MAGs from other families
MAG8400	0.39	0.336700337	MAGs from other families
MAG8701	0.39	0.444444444	MAGs from other families
MAG9333	0.39	0.323232323	MAGs from other families
MAG9715	0.39	0.414141414	MAGs from other families
MAG9728	0.39	0.414141414	MAGs from other families
MAG10698	0.4	0.784511785	MAGs from other families
MAG10820	0.4	0.548821549	MAGs from other families
MAG10954	0.4	0.754208754	MAGs from other families
MAG11019	0.4	0.835016835	MAGs from other genus in Bacteroidaceae
MAG11139	0.4	0.64983165	MAGs from other families
MAG12033	0.4	0.730639731	MAGs from Phocaeicola
MAG12066	0.4	0.7003367	MAGs from other families
MAG12523	0.4	0.457912458	MAGs from other families
MAG13285	0.4	0.292929293	MAGs from other families
MAG13645	0.4	0.259259259	MAGs from other families
MAG14125	0.4	0.276094276	MAGs from other families
MAG14223	0.4	0.636363636	MAGs from other families
MAG14351	0.4	0.636363636	MAGs from other families
MAG14563	0.4	0.922558923	MAGs from other families
MAG14656	0.4	0.255892256	MAGs from other families
MAG14696	0.4	0.252525253	MAGs from other families
MAG14718	0.4	0.303030303	MAGs from other families
MAG14794	0.4	0.276094276	MAGs from other families
MAG15044	0.4	0.565656566	MAGs from other families
MAG15094	0.4	0.835016835	MAGs from other families
MAG15153	0.4	0.545454545	MAGs from other families
MAG15186	0.4	0.225589226	MAGs from other families
MAG15374	0.4	0.737373737	MAGs from other families
MAG16197	0.4	0.279461279	MAGs from other families
MAG16359	0.4	0.474747475	MAGs from other families
MAG16526	0.4	0.771043771	MAGs from other families
MAG16614	0.4	0.454545455	MAGs from other families
MAG16987	0.4	0.235690236	MAGs from other families
MAG17355	0.4	0.952861953	MAGs from other families
MAG17665	0.4	0.259259259	MAGs from other families
MAG17698	0.4	0.905723906	MAGs from other families
MAG18114	0.4	0.245791246	MAGs from other families
MAG20722	0.4	0.404040404	MAGs from other families
MAG20806	0.4	0.797979798	MAGs from other families
MAG22534	0.4	0.531986532	MAGs from other families
MAG22868	0.4	0.592592593	MAGs from other families
MAG23351	0.4	0.225589226	MAGs from other families
MAG2487	0.4	0.481481481	MAGs from other families
MAG2912	0.4	0.599326599	MAGs from other families
MAG3249	0.4	0.430976431	MAGs from other families
MAG3819	0.4	0.784511785	MAGs from other families
MAG4296	0.4	0.878787879	MAGs from other families
MAG4571	0.4	0.286195286	MAGs from other families
MAG4647	0.4	0.464646465	MAGs from other families
MAG4728	0.4	0.383838384	MAGs from other families
MAG5060	0.4	0.703703704	MAGs from other genus in Bacteroidaceae
MAG5143	0.4	0.946127946	MAGs from other families
MAG5166	0.4	0.430976431	MAGs from other families
MAG5902	0.4	0.259259259	MAGs from other families
MAG7632	0.4	0.215488215	MAGs from other families
MAG769	0.4	0.579124579	MAGs from other families
MAG8222	0.4	0.420875421	MAGs from other families
MAG8296	0.4	0.851851852	MAGs from other families
MAG8710	0.4	0.602693603	MAGs from other families
MAG8744	0.4	0.494949495	MAGs from other families
MAG8781	0.4	0.451178451	MAGs from other families
MAG9065	0.4	0.646464646	MAGs from other families
MAG9259	0.4	0.794612795	MAGs from other genus in Bacteroidaceae
MAG9944	0.4	0.249158249	MAGs from other families
MAG10038	0.41	0.202020202	MAGs from other families
MAG10128	0.41	0.569023569	MAGs from other families
MAG10732	0.41	0.208754209	MAGs from other families
MAG11203	0.41	0.205387205	MAGs from other families
MAG11243	0.41	0.676767677	MAGs from Phocaeicola
MAG11669	0.41	0.616161616	MAGs from other families
MAG11819	0.41	0.434343434	MAGs from other genus in Bacteroidaceae
MAG12046	0.41	0.2996633	MAGs from other families
MAG12076	0.41	0.387205387	MAGs from other genus in Bacteroidaceae
MAG12491	0.41	0.875420875	MAGs from other genus in Bacteroidaceae
MAG12550	0.41	0.36026936	MAGs from other families
MAG12719	0.41	0.34006734	MAGs from other families
MAG12767	0.41	0.235690236	MAGs from other families
MAG12789	0.41	0.848484848	MAGs from other genus in Bacteroidaceae
MAG12857	0.41	0.569023569	MAGs from other families
MAG12915	0.41	0.646464646	MAGs from other families
MAG13066	0.41	0.430976431	MAGs from other families
MAG13480	0.41	0.333333333	MAGs from other families
MAG13689	0.41	0.407407407	MAGs from other families
MAG13800	0.41	0.622895623	MAGs from other families
MAG13807	0.41	0.367003367	MAGs from other families
MAG14149	0.41	0.387205387	MAGs from other families
MAG14290	0.41	0.323232323	MAGs from other families
MAG14302	0.41	0.528619529	MAGs from other families
MAG14571	0.41	0.373737374	MAGs from other genus in Bacteroidaceae
MAG14580	0.41	0.286195286	MAGs from other families
MAG14668	0.41	0.683501684	MAGs from other families
MAG14799	0.41	0.488215488	MAGs from other families
MAG15323	0.41	0.606060606	MAGs from other families
MAG15536	0.41	0.202020202	MAGs from other families
MAG15562	0.41	0.498316498	MAGs from other families
MAG15710	0.41	0.64983165	MAGs from other families
MAG15852	0.41	0.737373737	MAGs from other families
MAG1586	0.41	0.255892256	MAGs from other genus in Bacteroidaceae
MAG15929	0.41	0.255892256	MAGs from other families
MAG16138	0.41	0.693602694	MAGs from other genus in Bacteroidaceae
MAG16243	0.41	0.410774411	MAGs from other families
MAG16432	0.41	0.222222222	MAGs from other families
MAG16552	0.41	0.282828283	MAGs from other families
MAG16718	0.41	0.383838384	MAGs from other families
MAG16735	0.41	0.498316498	MAGs from other families
MAG16827	0.41	0.797979798	MAGs from other families
MAG16916	0.41	0.353535354	MAGs from other families
MAG17391	0.41	0.262626263	MAGs from other families
MAG17555	0.41	0.400673401	MAGs from other families
MAG17606	0.41	0.801346801	MAGs from other families
MAG18666	0.41	0.942760943	MAGs from other families
MAG18782	0.41	0.272727273	MAGs from other families
MAG19279	0.41	0.602693603	MAGs from other families
MAG20094	0.41	0.279461279	MAGs from other families
MAG21421	0.41	0.222222222	MAGs from other genus in Bacteroidaceae
MAG2170	0.41	0.71043771	MAGs from other families
MAG21954	0.41	0.794612795	MAGs from other families
MAG22312	0.41	0.420875421	MAGs from other families
MAG22461	0.41	0.404040404	MAGs from other families
MAG22492	0.41	0.228956229	MAGs from other families
MAG22515	0.41	0.356902357	MAGs from other families
MAG22660	0.41	0.31986532	MAGs from other families
MAG22738	0.41	0.858585859	MAGs from other families
MAG2459	0.41	0.296296296	MAGs from other families
MAG2554	0.41	0.235690236	MAGs from other families
MAG2921	0.41	0.996632997	MAGs from other families
MAG2974	0.41	0.215488215	MAGs from other families
MAG323	0.41	0.646464646	MAGs from other families
MAG3305	0.41	0.912457912	MAGs from other genus in Bacteroidaceae
MAG3472	0.41	0.225589226	MAGs from other families
MAG3524	0.41	0.922558923	MAGs from other genus in Bacteroidaceae
MAG3945	0.41	0.30976431	MAGs from other families
MAG4144	0.41	0.383838384	MAGs from other families
MAG4157	0.41	0.902356902	MAGs from other families
MAG489	0.41	0.222222222	MAGs from other families
MAG502	0.41	0.555555556	MAGs from other families
MAG5310	0.41	0.68013468	MAGs from other families
MAG5346	0.41	0.996632997	MAGs from Phocaeicola
MAG5540	0.41	0.404040404	MAGs from other families
MAG5812	0.41	0.228956229	MAGs from other families
MAG5964	0.41	0.791245791	MAGs from other families
MAG7261	0.41	0.865319865	MAGs from other families
MAG7474	0.41	0.767676768	MAGs from other families
MAG788	0.41	0.548821549	MAGs from other families
MAG8329	0.41	0.383838384	MAGs from other families
MAG8380	0.41	0.548821549	MAGs from other families
MAG8425	0.41	0.538720539	MAGs from other genus in Bacteroidaceae
MAG8621	0.41	0.215488215	MAGs from other families
MAG8824	0.41	0.488215488	MAGs from other families
MAG8957	0.41	0.828282828	MAGs from other families
MAG9375	0.41	0.367003367	MAGs from other families
MAG9430	0.41	0.821548822	MAGs from other families
MAG9446	0.41	0.616161616	MAGs from other families
MAG9466	0.41	0.430976431	MAGs from other families
MAG1104	0.42	0.212121212	MAGs from other families
MAG11729	0.42	0.292929293	MAGs from other families
MAG11830	0.42	0.222222222	MAGs from other families
MAG12511	0.42	0.265993266	MAGs from other families
MAG12895	0.42	0.202020202	MAGs from other families
MAG13011	0.42	0.993265993	MAGs from other families
MAG13481	0.42	0.774410774	MAGs from other families
MAG13780	0.42	0.28956229	MAGs from other families
MAG13997	0.42	0.673400673	MAGs from other families
MAG14361	0.42	0.663299663	MAGs from other families
MAG14452	0.42	0.653198653	MAGs from other families
MAG14469	0.42	0.824915825	MAGs from other families
MAG15114	0.42	0.218855219	MAGs from other families
MAG15203	0.42	0.28956229	MAGs from other families
MAG15287	0.42	0.208754209	MAGs from other families
MAG15434	0.42	0.501683502	MAGs from other families
MAG15559	0.42	0.282828283	MAGs from other families
MAG15870	0.42	0.333333333	MAGs from other families
MAG16011	0.42	0.367003367	MAGs from other families
MAG16194	0.42	0.255892256	MAGs from other families
MAG16237	0.42	0.437710438	MAGs from other families
MAG16490	0.42	0.555555556	MAGs from other families
MAG16627	0.42	0.851851852	MAGs from other families
MAG17161	0.42	0.579124579	MAGs from other families
MAG17181	0.42	0.353535354	MAGs from other families
MAG17518	0.42	0.518518519	MAGs from other genus in Bacteroidaceae
MAG17712	0.42	0.585858586	MAGs from other families
MAG18477	0.42	0.265993266	MAGs from other families
MAG18530	0.42	0.249158249	MAGs from other families
MAG18723	0.42	0.750841751	MAGs from other families
MAG19161	0.42	0.616161616	MAGs from other families
MAG20546	0.42	0.845117845	MAGs from Phocaeicola
MAG20636	0.42	0.946127946	MAGs from other genus in Bacteroidaceae
MAG21708	0.42	0.242424242	MAGs from other families
MAG2201	0.42	0.925925926	MAGs from other families
MAG22304	0.42	0.232323232	MAGs from other families
MAG22563	0.42	0.235690236	MAGs from other families
MAG22676	0.42	0.754208754	MAGs from other families
MAG2270	0.42	0.292929293	MAGs from other families
MAG2364	0.42	0.383838384	MAGs from other families
MAG2512	0.42	0.390572391	MAGs from other families
MAG2603	0.42	0.31986532	MAGs from other families
MAG2720	0.42	0.693602694	MAGs from other families
MAG3595	0.42	0.245791246	MAGs from other families
MAG4318	0.42	0.61952862	MAGs from other families
MAG4333	0.42	0.993265993	MAGs from other families
MAG4346	0.42	0.316498316	MAGs from other families
MAG4794	0.42	0.303030303	MAGs from Phocaeicola
MAG4873	0.42	0.804713805	MAGs from other families
MAG5257	0.42	0.491582492	MAGs from other families
MAG5760	0.42	0.265993266	MAGs from other families
MAG5885	0.42	0.35016835	MAGs from other families
MAG6497	0.42	0.279461279	MAGs from other families
MAG6783	0.42	0.208754209	MAGs from other families
MAG7809	0.42	0.303030303	MAGs from other families
MAG8247	0.42	0.296296296	MAGs from other families
MAG8301	0.42	0.326599327	MAGs from other families
MAG8823	0.42	0.851851852	MAGs from other families
MAG9526	0.42	0.535353535	MAGs from other families
MAG9560	0.42	0.481481481	MAGs from other families
MAG9805	0.42	0.878787879	MAGs from other families
MAG10046	0.43	0.356902357	MAGs from other families
MAG1018	0.43	0.824915825	MAGs from other families
MAG11102	0.43	0.589225589	MAGs from other families
MAG11435	0.43	0.905723906	MAGs from other families
MAG11746	0.43	0.269360269	MAGs from other families
MAG12254	0.43	0.801346801	MAGs from other families
MAG12259	0.43	0.632996633	MAGs from other families
MAG12493	0.43	0.292929293	MAGs from other families
MAG12681	0.43	0.505050505	MAGs from other families
MAG1295	0.43	0.922558923	MAGs from other families
MAG13264	0.43	0.65993266	MAGs from other families
MAG13317	0.43	0.228956229	MAGs from other families
MAG14388	0.43	0.387205387	MAGs from other families
MAG14543	0.43	0.202020202	MAGs from other families
MAG14612	0.43	0.942760943	MAGs from other families
MAG14906	0.43	0.441077441	MAGs from other families
MAG14954	0.43	0.346801347	MAGs from other families
MAG14996	0.43	0.508417508	MAGs from other families
MAG15531	0.43	0.558922559	MAGs from other families
MAG15637	0.43	0.851851852	MAGs from other families
MAG15868	0.43	0.255892256	MAGs from other families
MAG16364	0.43	0.414141414	MAGs from other families
MAG16775	0.43	0.814814815	MAGs from other families
MAG16855	0.43	0.252525253	MAGs from other families
MAG16955	0.43	0.548821549	MAGs from other families
MAG17418	0.43	0.333333333	MAGs from other families
MAG17527	0.43	0.919191919	MAGs from Phocaeicola
MAG17554	0.43	0.410774411	MAGs from other families
MAG18802	0.43	0.595959596	MAGs from other families
MAG19298	0.43	0.276094276	MAGs from other families
MAG19521	0.43	0.595959596	MAGs from other families
MAG20365	0.43	0.976430976	MAGs from other families
MAG21014	0.43	0.367003367	MAGs from other families
MAG21295	0.43	0.272727273	MAGs from other families
MAG21705	0.43	0.202020202	MAGs from other families
MAG22026	0.43	0.757575758	MAGs from other families
MAG22406	0.43	0.61952862	MAGs from other families
MAG22457	0.43	0.242424242	MAGs from other families
MAG22480	0.43	0.353535354	MAGs from other families
MAG22568	0.43	0.885521886	MAGs from other families
MAG22847	0.43	0.414141414	MAGs from other families
MAG23162	0.43	0.430976431	MAGs from other families
MAG2842	0.43	0.831649832	MAGs from other families
MAG2929	0.43	0.65993266	MAGs from other families
MAG3797	0.43	0.821548822	MAGs from other families
MAG4231	0.43	0.922558923	MAGs from other families
MAG4658	0.43	0.942760943	MAGs from other families
MAG5289	0.43	0.239057239	MAGs from other families
MAG5323	0.43	0.363636364	MAGs from other families
MAG5331	0.43	0.936026936	MAGs from other genus in Bacteroidaceae
MAG6006	0.43	0.636363636	MAGs from other families
MAG6217	0.43	0.249158249	MAGs from other families
MAG6454	0.43	0.303030303	MAGs from other families
MAG7265	0.43	0.95959596	MAGs from other genus in Bacteroidaceae
MAG7322	0.43	0.457912458	MAGs from other families
MAG8281	0.43	0.208754209	MAGs from other families
MAG8293	0.43	0.212121212	MAGs from other families
MAG8432	0.43	0.239057239	MAGs from other families
MAG8607	0.43	0.730639731	MAGs from other families
MAG8704	0.43	0.491582492	MAGs from other families
MAG8953	0.43	0.202020202	MAGs from other families
MAG9114	0.43	0.303030303	MAGs from other families
MAG915	0.43	0.609427609	MAGs from other genus in Bacteroidaceae
MAG9351	0.43	0.279461279	MAGs from other families
MAG9443	0.43	0.865319865	MAGs from other families
MAG9843	0.43	0.666666667	MAGs from other families
