IID	class	class1	class2	color1	color
LIPID-N-1162	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1178	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1196	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1193	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1173	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1192	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1186	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1183	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1181	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1180	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0557	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0544	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0541	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1388	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0538	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0478	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0475	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0469	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1390	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1383	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1380	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1374	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1373	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1441	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1436	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1433	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1432	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1423	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1422	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1407	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1405	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1404	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1402	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1392	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1386	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0490	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0529	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0528	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0525	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0484	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0523	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0522	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1393	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0495	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0514	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0508	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0519	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0509	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0881	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1273	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0581	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0579	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0577	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0568	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0571	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0567	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0563	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0572	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1237	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1336	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1283	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1312	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1326	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1339	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0589	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1351	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1362	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0590	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0593	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0595	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0596	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0598	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1264	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
MEDN0372*210	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1600*210	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2352*211	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN0368*211	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1287*214	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2364*214	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1285*215	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2850*267	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2748*267	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP0336*268	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2830*268	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP0494*269	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1692*269	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1699*271	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1348*271	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1346*272	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2792*272	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP0338*272	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1345*274	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1343*274	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1341*275	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP0495*275	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1701*276	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1339*276	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1336*279	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1334*280	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1333*280	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1331*281	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1332*281	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1096*282	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1328*282	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1325*285	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2784*285	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MADN0469	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MADN0684	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN0360	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1263	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1267	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1269	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1273	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1276	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1277	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1282	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1283	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN1692	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2366	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2385	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2386	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2390	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2393	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDN2396	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP0537	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1068	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1166P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1221	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1335P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1337	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1657	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1700	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP1904P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2745	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2746	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2749	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2789	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2790	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2836	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2837	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2840	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2842	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2845	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2846	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2847	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2848	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP2854	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP3477	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP3545	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP3550	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP4224	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP4240	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP4251P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MEDP4254	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0011785HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012773HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012806HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012846N	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012863HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012940HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012956HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0012975HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0013662HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0053733P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0054535N	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0054544P	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0054600N	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0056918HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0057016HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0057348HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0057373HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0057578HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0057831HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
MW0141738HN	TM Widely-targeted metabolomics	Glycerophospholipids	GP	#088C00	#F0A73A
LIPID-P-2000	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1991	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1985	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1981	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1956	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1975	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1968	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1961	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1953	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-1976	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2627	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2624	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2602	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2583	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2579	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
Lmjp002596HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MADN2147HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MEDN1296N	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MEDN2050N	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0009623HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0127615HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0127618HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0138565HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0142005HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0144035HN	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
MW0169170P	TM Widely-targeted metabolomics	Flavonoids	Flavonoids	#D2DC38	#F0A73A
LIPID-P-2539	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2526	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2520	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2510	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2630	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2501	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2552	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2508	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2637	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2013	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-0104	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-0105	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-0106	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2006	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-0103	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2020	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2025	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2028	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2029	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2030	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-0102	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2451	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2404	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2406	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2420	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
LIPID-P-2422	Quantitative lipidomics	Sphingolipids	SP	#592E13	#3ABF99
