IID	class	class1	class2	color1	color
MEDN3839N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN3954	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN3971	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4001	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4006	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4144	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4153	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4167	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4182	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN4243	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0101	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0110	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0507	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0606	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0646P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0652	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0654	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0668	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0688	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0734	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP0894	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP1031	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP1033	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP1035	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2097	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2104	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2105	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2138	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2245	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2622	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2646	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2647	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2664	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2667	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2675	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP2998	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3006	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3128	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3216	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3227	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3874	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3881	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP3980	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4118	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4125	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4126	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4189	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4201	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDP4246	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0002723P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0003395HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0004816HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0005059HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0005379HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0005933P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0006243P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0007529HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0007815P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0009415HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0009555P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0106025P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0106549HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0109192HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0113101N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0114775HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0115039HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0115122HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0115269N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0122488HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0124404P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0130384HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0131362HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0134272N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0138079N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0142018P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0142118HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0143739HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0148580HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0152153HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0154667HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0156204HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0160044HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0164858N	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0168855P	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MW0169678HN	TM Widely-targeted metabolomics	Benzene and substituted derivatives	Benzene and substituted derivatives	#F38F3C	#F0A73A
MEDN1907*059	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1581*059	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1126*077	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1723*077	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MADN0673	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MADN3406	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN0105	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN0107	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1862	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1899	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDP1106	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDP3400	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MW0053754P	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MW0055220HN	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MW0169027HN	TM Widely-targeted metabolomics	Bile acids	Bile acids	#F37F76	#F0A73A
MEDN1931*020	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1897*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0220*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0221*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3690*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN2101*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1762*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3694*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1761*032	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3695*033	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0808*033	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1534*033	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN4081*033	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1011*035	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0213*035	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0120*035	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0463*049	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1221*049	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0227*049	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0230*056	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0229*056	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0233*056	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0224*056	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0222*060	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1757*060	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0236*060	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0234*060	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1087*061	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0538*061	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0539*062	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP3699*126	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP1761*126	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1538*141	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3149*141	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3148*141	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP1246*147	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1532*228	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1760*238	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3146*238	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0173*317	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0837*330	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN2355*331	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN3093*331	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN1614*332	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN3076*332	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN1990*351	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0045	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0055	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0059	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0172	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0174	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0225	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0243	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0397	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0587	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0601	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN0621	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN3700	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MADN4040	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0231	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0239	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0240	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0461	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0485	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0506	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0691N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN0832	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1057	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1108	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1114	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1475	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1477N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1758	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN1955	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN2102	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN2111	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3602	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3691	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3977	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN3983	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDN4038	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP1753	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP3165	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP4138	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0054336P	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0054416N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0055272HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114177N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114356HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114377N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114595HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114628P	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0114685P	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0129695HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0138757HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0143014N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0147918P	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0148651N	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MW0149412HN	TM Widely-targeted metabolomics	Carbohydrates and Its metabolites	Carbohydrates and Its metabolites	#EE9094	#F0A73A
MEDP0242*025	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MADN0066	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDN0100	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDN0245	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDN0442	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDN1015	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDN1055	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP0143	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP0247	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP0250	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP0514	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP0539	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP1706	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP1756	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MEDP1782	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MW0015870P	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
MW0155541HN	TM Widely-targeted metabolomics	CoEnzyme and vitamins	CoEnzyme and vitamins	#D4242A	#F0A73A
LIPID-N-1134	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1135	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1140	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1141	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1147	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1148	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1160	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1200	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-1165	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
