ARG_type,Renamed_Drug_Class,Kingdom,Phylum,phylum_without_unknown,Class,Order,Family,Genus,genus_without_unknown,Species,orf_count
Escherichia coli soxS with mutation conferring antibiotic resistance,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
EstT,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Actinobacillus,g_Actinobacillus,s_Actinobacillus pleuropneumoniae,1
EstT,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_Alistipes,g_Alistipes,s_Alistipes communis,1
EstT,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caccae,1
EstT,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
FosA2,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,1
FosA3,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,1
FosA3,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,1
FosA8,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
FosA8,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
FosG,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Aeromonadales,f_Aeromonadaceae,g_Aeromonas,g_Aeromonas,NA,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Coprococcus,g_Coprococcus,s_Coprococcus comes,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Faecalibacterium,g_Faecalibacterium,s_Faecalibacterium sp. CLA-AA-H254,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Hungatella,g_Hungatella,s_Hungatella hathewayi,1
FosXCC,phosphonic acid,k_Bacteria,p_Deferribacteres,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum schaedleri,1
FosXCC,phosphonic acid,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella copri,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus aureus,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus alactolyticus,1
FosXCC,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Erysipelatoclostridium,g_Erysipelatoclostridium,s_[Clostridium] spiroforme,1
Klebsiella pneumoniae KpnE,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,1
Klebsiella pneumoniae KpnE,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
Klebsiella pneumoniae KpnG,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
LnuH,lincosamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Glaesserella,g_Glaesserella,s_Glaesserella parasuis,1
LnuP,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus columbae,1
LnuP,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Peptacetobacter,g_Peptacetobacter,s_Peptacetobacter hominis,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides xylanisolvens,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Odoribacteraceae,g_Odoribacter,g_Odoribacter,s_Odoribacter splanchnicus,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola vulgatus,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella pectinovora,1
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella sp. HCN-7019,1
Mef(En2),multidrug,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured prokaryote,1
Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium pullorum,1
NDM-5,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Betaproteobacteria,NA,NA,NA,Other,NA,1
OXA-1,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella flexneri,1
OXA-184,penam,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,NA,1
OXA-193,penam,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,NA,1
OXA-21,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
OXA-334,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,NA,1
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides eggerthii,1
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,1
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides salyersiae,1
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella rara,1
OXA-347,penam,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,1
OmpA,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
OmpA,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,NA,1
PC1 beta-lactamase (blaZ),penam,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,1
PmrF,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
QnrA3,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,1
QnrS1,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,1
QnrS1,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,1
RCP-1,penam,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,1
SAT-2,nucleoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella flexneri,1
SAT-4,nucleoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Butyricicoccus,g_Butyricicoccus,s_Butyricicoccus pullicaecorum,1
SAT-4,nucleoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter jejuni,1
SAT-4,nucleoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium perfringens,1
SAT-4,nucleoside,k_Bacteria,p_Deferribacteres,p_Deferribacterota,c_Deferribacteres,o_Deferribacterales,f_Mucispirillaceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum sp.,1
SHV-11,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,1
Sed-1,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Citrobacter,g_Citrobacter,NA,1
Staphylococcus intermedius chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus aureus,1
Streptococcus suis chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium callanderi,1
Streptococcus suis chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus gallolyticus,1
Streptococcus suis chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus uberis,1
Streptococcus suis chloramphenicol acetyltransferase,phenicol,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_synthetic construct,1
TEM-1,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
TolC,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia fergusonii,1
VEB-17,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Gallibacterium,g_Gallibacterium,s_Gallibacterium anatis,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Agathobaculum,g_Agathobaculum,s_Agathobaculum sp. Marseille-P7918,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaerofilum,g_Anaerofilum,s_Anaerofilum sp. An201,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaeromassilibacillus,g_Anaeromassilibacillus,s_Anaeromassilibacillus sp. An200,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium pseudocatenulatum,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster clostridioformis,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Flintibacter,g_Flintibacter,s_Flintibacter sp. KGMB00164,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Fournierella,g_Fournierella,s_Fournierella massiliensis,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger sp. An194,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Intestinimonas,g_Intestinimonas,s_Intestinimonas massiliensis,1
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Oscillibacter,g_Oscillibacter,s_Oscillibacter valericigenes,1
aad(6),aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium perfringens,1
aad(6),aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,1
aad(6),aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor plautii,1
aadA11,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,1
aadA11,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,NA,NA,NA,Other,NA,1
aadA16,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
aadA17,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,1
aadA17,aminoglycoside,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
aadA17,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,1
aadA2,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,1
aadA5,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
aadA7,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,1
aadS,aminoglycoside,k_Bacteria,p_Verrucomicrobia,p_Verrucomicrobia,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,g_Akkermansia,s_Akkermansia sp. BIOML-A32,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caccae,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides salyersiae,1
aadS,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Glaesserella,g_Glaesserella,s_Glaesserella parasuis,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola coprocola,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola vulgatus,1
aadS,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Weeksellaceae,g_Riemerella,g_Riemerella,s_Riemerella anatipestifer,1
aadS,aminoglycoside,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,1
abeS,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
adeF,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
adeF,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
adeL,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
aphA15,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
arr-2,rifamycin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Gallibacterium,g_Gallibacterium,s_Gallibacterium anatis,1
arr-3,rifamycin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
arr-8,rifamycin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,NA,NA,NA,Other,NA,1
baeR,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
baeS,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,NA,1
catA8,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter jejuni,1
catA8,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecium,1
catA8,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus aureus,1
catA8,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus pneumoniae,1
catB3,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
catB8,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
catB8,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,1
catP,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,1
catP,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_unknown,Other,s_Eubacteriaceae bacterium CHKCI004,1
catP,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Intestinimonas,g_Intestinimonas,s_Intestinimonas timonensis,1
catP,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lachnoclostridium,g_Lachnoclostridium,s_Lachnoclostridium sp. An131,1
catQ,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_unknown,Other,s_Lachnospiraceae bacterium KGMB03038,1
catQ,phenicol,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,1
catQ,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,1
catS,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Coprococcus,g_Coprococcus,s_Coprococcus comes,1
catS,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Faecalibacterium,g_Faecalibacterium,s_Faecalibacterium prausnitzii,1
catS,phenicol,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. AF20-13LB,1
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides uniformis,1
cfrA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecium,1
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella marseillensis,1
cfrE,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaeromassilibacillus,g_Anaeromassilibacillus,s_Anaeromassilibacillus sp. An172,1
