MAG	p	p.adj	p.format	p.signif	method	MAG_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Abundance_mean	live_rate	Group
MAG2513	0.439342318366289	0.44	0.44	ns	Kruskal-Wallis	CCH162_1A_bin.88	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Massilistercora	s__Massilistercora timonensis	0.025234811	0.420875421	other_families
MAG2857	0.438658064283165	0.44	0.44	ns	Kruskal-Wallis	CCH212_3_bin_with_2dai_data_bin.2	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_F	s__Treponema_F excrementipullorum	0.00546532	0.794612795	other_families
MAG3051	0.44214817984235	0.44	0.44	ns	Kruskal-Wallis	CCH247_bin_with_2dai_data_bin.97	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp000438115	1.924851976	0.97979798	other_genus_from_Bacteroidaceae
MAG3310	0.435792750159802	0.44	0.44	ns	Kruskal-Wallis	CCH263_2A_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.008394759	0.373737374	other_families
MAG3745	0.439618970821804	0.44	0.44	ns	Kruskal-Wallis	CCH328_bin_with_2dai_data_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A sp900539755	0.020276162	0.353535354	other_families
MAG4399	0.436916264987064	0.44	0.44	ns	Kruskal-Wallis	CCS25B_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.040869909	0.31986532	g__Phocaeicola
MAG5182	0.438647437215884	0.44	0.44	ns	Kruskal-Wallis	CCY34B_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__	0.018511941	0.410774411	other_families
MAG5390	0.44275716422392	0.44	0.44	ns	Kruskal-Wallis	CCY39A_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp944387565	0.008781229	0.62962963	other_families
MAG5969	0.443250574353344	0.44	0.44	ns	Kruskal-Wallis	CCY9B_bin.9	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Onthousia	s__	0.02188988	0.562289562	other_families
MAG6336	0.435319972669564	0.44	0.44	ns	Kruskal-Wallis	FDM32B_bin.6	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__	0.009950859	0.242424242	other_families
MAG7343	0.441867101810497	0.44	0.44	ns	Kruskal-Wallis	FJY4A_bin.58	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__	0.008997687	0.377104377	other_families
MAG758	0.4369203512424	0.44	0.44	ns	Kruskal-Wallis	BKDN170794161_1A_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__	0.013821054	0.272727273	other_families
MAG802	0.435105789122387	0.44	0.44	ns	Kruskal-Wallis	BKDN170794164_1A_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pullilachnospira	s__	0.014160189	0.407407407	other_families
MAG8241	0.441754930261649	0.44	0.44	ns	Kruskal-Wallis	SHCC104A_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1864	s__	0.94017633	0.784511785	other_families
MAG864	0.443577724637512	0.44	0.44	ns	Kruskal-Wallis	BKDN170794228_1A_bin.2	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__	2.57234954	0.949494949	other_families
MAG9852	0.438507835138975	0.44	0.44	ns	Kruskal-Wallis	SHCC155A_bin.77	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__	0.034891815	0.367003367	other_families
MAG10005	0.447173790908492	0.45	0.45	ns	Kruskal-Wallis	SHCC160B_bin.1	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__	1.493697705	0.865319865	other_families
MAG10156	0.450004051700336	0.45	0.45	ns	Kruskal-Wallis	SHCC165A_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__	0.011912522	0.235690236	other_families
MAG10414	0.450375817648599	0.45	0.45	ns	Kruskal-Wallis	SHCC171A_bin.66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	0.12544731	0.397306397	other_families
MAG10719	0.445639045662542	0.45	0.45	ns	Kruskal-Wallis	SHCC180A_bin.82	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecivivens	s__Faecivivens stercorigallinarum	0.023088182	0.205387205	other_families
MAG11254	0.454153768685724	0.45	0.45	ns	Kruskal-Wallis	SHCC196A_bin.27	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CALUVN01	s__	0.17956129	0.249158249	other_families
MAG11854	0.450268817194424	0.45	0.45	ns	Kruskal-Wallis	SHCC209A_bin.56	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter hominis	0.046243483	0.252525253	other_families
MAG12110	0.449127609597725	0.45	0.45	ns	Kruskal-Wallis	SHCC218A_bin.53	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Scatovivens	s__Scatovivens faecipullorum	0.185121623	0.919191919	other_families
MAG12351	0.451147790564341	0.45	0.45	ns	Kruskal-Wallis	SHCC228A_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-314	g__	s__	0.139513017	0.673400673	other_families
MAG12819	0.448526652752387	0.45	0.45	ns	Kruskal-Wallis	SHCC243A_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__	0.033490852	0.208754209	other_families
MAG13805	0.45495691284171	0.45	0.45	ns	Kruskal-Wallis	SHCC264A_bin.87	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG11867	s__RUG11867 sp944350395	0.027625805	0.255892256	other_families
MAG13993	0.450604916212002	0.45	0.45	ns	Kruskal-Wallis	SHCC26B_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum intestinipullorum	0.037841367	0.2996633	other_families
MAG14008	0.452436879944048	0.45	0.45	ns	Kruskal-Wallis	SHCC26B_bin.43	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__Faecimonas sp944359095	0.209245007	0.400673401	other_families
MAG14065	0.447541992656426	0.45	0.45	ns	Kruskal-Wallis	SHCC271B_bin.24	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp900544305	0.575319172	0.622895623	other_families
MAG14148	0.453114675665422	0.45	0.45	ns	Kruskal-Wallis	SHCC272B_bin.75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1933	s__UMGS1933 sp944391645	0.05756768	0.343434343	other_families
MAG14207	0.451828008988075	0.45	0.45	ns	Kruskal-Wallis	SHCC273B_bin.98	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__CALXXL01	s__CALXXL01 sp944392655	0.073504825	0.363636364	other_families
MAG14328	0.446950517662646	0.45	0.45	ns	Kruskal-Wallis	SHCC278A_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp018228705	0.213131801	0.646464646	other_families
MAG14504	0.454755332504022	0.45	0.45	ns	Kruskal-Wallis	SHCC282A_bin.52	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus sp944325115	0.298927212	0.454545455	other_families
MAG14564	0.44634464449016	0.45	0.45	ns	Kruskal-Wallis	SHCC283A_bin.92	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Fimihabitans	s__	0.048995189	0.478114478	other_families
MAG14582	0.447572970264976	0.45	0.45	ns	Kruskal-Wallis	SHCC285A_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__Avibacteroides sp944320965	0.313048194	0.68013468	other_genus_from_Bacteroidaceae
MAG14681	0.45263829219563	0.45	0.45	ns	Kruskal-Wallis	SHCC285B_bin_with_2dai_data_bin.73	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__HGM16780	s__	0.074120547	0.286195286	other_families
MAG14723	0.448025905280596	0.45	0.45	ns	Kruskal-Wallis	SHCC287A_bin.22	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__Limenecus sp944326545	0.069311933	0.255892256	other_families
MAG15137	0.449266582590768	0.45	0.45	ns	Kruskal-Wallis	SHCC298A_bin.41	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__	0.058850242	0.387205387	other_families
MAG15173	0.448286534598042	0.45	0.45	ns	Kruskal-Wallis	SHCC299B_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__DTU072	g__Stercoripulliclostridium	s__Stercoripulliclostridium merdipullorum	0.060376672	0.222222222	other_families
MAG15181	0.45064209145718	0.45	0.45	ns	Kruskal-Wallis	SHCC299B_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp944393505	0.072575865	0.367003367	other_families
MAG15426	0.450698541051127	0.45	0.45	ns	Kruskal-Wallis	SHCC33A_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.216138801	0.784511785	other_families
MAG15833	0.449275963726034	0.45	0.45	ns	Kruskal-Wallis	SHCC43A_bin.54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__43-108	s__43-108 sp001915545	0.199729724	0.794612795	other_genus_from_Bacteroidaceae
MAG16198	0.451110312655784	0.45	0.45	ns	Kruskal-Wallis	SHCC51A_bin.54	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CALXUC01	s__	0.101223729	0.481481481	other_families
MAG16407	0.452753366293299	0.45	0.45	ns	Kruskal-Wallis	SHCC58A_bin.15	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-449	g__CALVJO01	s__CALVJO01 sp944332525	0.051292594	0.457912458	other_families
MAG16580	0.450676783127179	0.45	0.45	ns	Kruskal-Wallis	SHCC62A_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor_A	s__Pseudoflavonifractor_A merdipullorum	0.117046327	0.855218855	other_families
MAG16589	0.452177039007508	0.45	0.45	ns	Kruskal-Wallis	SHCC63A_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	0.004245596	0.242424242	other_families
MAG16647	0.452211639642544	0.45	0.45	ns	Kruskal-Wallis	SHCC65A_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.118327591	0.326599327	other_families
MAG16841	0.451525210098422	0.45	0.45	ns	Kruskal-Wallis	SHCC70A_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea sp900553815	0.182164916	0.946127946	other_genus_from_Bacteroidaceae
MAG16973	0.452249804124608	0.45	0.45	ns	Kruskal-Wallis	SHCC73A_bin.8	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Aphodocola	s__Aphodocola sp944329425	0.029008438	0.306397306	other_families
MAG17226	0.451736161249191	0.45	0.45	ns	Kruskal-Wallis	SHCC81A_bin.29	d__Bacteria	p__Bacillota	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Malacoplasma	s__	0.032828761	0.222222222	other_families
MAG17439	0.452449098322944	0.45	0.45	ns	Kruskal-Wallis	SHCC89A_bin.15	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__DXHG01	s__DXHG01 sp944389415	0.343136337	0.245791246	other_families
MAG18565	0.449656800396251	0.45	0.45	ns	Kruskal-Wallis	SRR21163435_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__	0.09725403	0.966329966	other_families
MAG18590	0.450240962853674	0.45	0.45	ns	Kruskal-Wallis	SRR21163436_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp900752335	0.004851744	0.202020202	other_families
MAG19023	0.451665827635306	0.45	0.45	ns	Kruskal-Wallis	SRR21163516_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A intestinipullorum	0.031424833	0.626262626	other_families
MAG19295	0.448720723175404	0.45	0.45	ns	Kruskal-Wallis	SRR28497696_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.010802621	0.535353535	other_families
MAG2041	0.449984244826837	0.45	0.45	ns	Kruskal-Wallis	BKDN170796419_1A_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.040115699	0.377104377	other_families
MAG21315	0.448052006405016	0.45	0.45	ns	Kruskal-Wallis	SRR29472726_bin.37	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enorma	s__Enorma sp900538305	0.008884848	0.326599327	other_families
MAG21338	0.450149986401626	0.45	0.45	ns	Kruskal-Wallis	SRR29472726_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__	0.063859626	0.656565657	other_families
MAG22526	0.454219244850388	0.45	0.45	ns	Kruskal-Wallis	SRR29536165_bin.11	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Aveggerthella	s__Aveggerthella excrementigallinarum	0.014766205	0.34006734	other_families
MAG23194	0.445277684028606	0.45	0.45	ns	Kruskal-Wallis	SRR29536191_bin.19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola barnesiae	0.022629912	0.437710438	g__Phocaeicola
MAG23279	0.448156087158229	0.45	0.45	ns	Kruskal-Wallis	CCY30A_bin.12	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A woesei	0.036518074	0.464646465	other_families
MAG2365	0.452334137997352	0.45	0.45	ns	Kruskal-Wallis	CCH156_3B_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG9287	s__	0.055780859	0.531986532	other_families
MAG2967	0.449685403804211	0.45	0.45	ns	Kruskal-Wallis	CCH247A_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__	0.04062946	0.542087542	other_families
MAG3061	0.452781848392313	0.45	0.45	ns	Kruskal-Wallis	CCH247_bin_with_3dai_data_bin.42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp000438115	0.291711215	0.915824916	other_genus_from_Bacteroidaceae
MAG3874	0.454200634180472	0.45	0.45	ns	Kruskal-Wallis	CCH57A_bin.23	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Onthovivens	s__Onthovivens sp900540365	0.025006542	0.430976431	other_families
MAG4061	0.4461596120468	0.45	0.45	ns	Kruskal-Wallis	CCS16B_bin.31	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__	0.063760258	0.626262626	other_families
MAG4171	0.448561459980691	0.45	0.45	ns	Kruskal-Wallis	CCS18A_bin.25	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Ornithospirochaeta	s__	0.071571461	0.521885522	other_families
MAG4587	0.452839763452699	0.45	0.45	ns	Kruskal-Wallis	CCS30A_bin.52	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__HGM16780	s__	0.010360519	0.255892256	other_families
MAG4798	0.448764473662763	0.45	0.45	ns	Kruskal-Wallis	CCY17A_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UMGS775	s__UMGS775 sp944367565	0.024343544	0.555555556	other_families
MAG4817	0.451770057154541	0.45	0.45	ns	Kruskal-Wallis	CCY20A_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905200265	0.027731559	0.585858586	other_families
MAG5039	0.453279792656378	0.45	0.45	ns	Kruskal-Wallis	CCY26A_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Pygmaiobacter	s__Pygmaiobacter sp944386485	0.092536428	0.858585859	other_families
MAG5118	0.449698465846923	0.45	0.45	ns	Kruskal-Wallis	CCY30A_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UMGS1384	g__UMGS1384	s__UMGS1384 sp944376195	0.102061367	0.471380471	other_families
MAG5741	0.448154971320052	0.45	0.45	ns	Kruskal-Wallis	CCY50A_bin.25	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Thermophilibacter	s__Thermophilibacter pullistercoris	0.022404384	0.841750842	other_families
MAG5874	0.452171102985299	0.45	0.45	ns	Kruskal-Wallis	CCY8A_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CALXUC01	s__	0.20834781	0.831649832	other_families
MAG5937	0.45342893487851	0.45	0.45	ns	Kruskal-Wallis	CCY9B_bin.43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS263	s__UMGS263 sp900540535	0.072896443	0.791245791	other_families
MAG6048	0.450566023182622	0.45	0.45	ns	Kruskal-Wallis	FDM15A_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp944325355	0.025514652	0.636363636	other_families
MAG6072	0.448107833968521	0.45	0.45	ns	Kruskal-Wallis	FDM15A_bin.53	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__Elusimicrobiaceae	g__UBA1436	s__UBA1436 sp944324735	0.014358094	0.265993266	other_families
MAG6586	0.446139602477136	0.45	0.45	ns	Kruskal-Wallis	FDM7A_bin.43	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_F	s__Treponema_F excrementipullorum	0.001816872	0.255892256	other_families
MAG7487	0.448850046375353	0.45	0.45	ns	Kruskal-Wallis	FJY69A_bin.60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__	0.395628461	0.976430976	other_families
MAG7488	0.452487572733385	0.45	0.45	ns	Kruskal-Wallis	FJY69A_bin.61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__	0.060089761	0.228956229	other_families
MAG8645	0.454766770223258	0.45	0.45	ns	Kruskal-Wallis	SHCC116A_bin.25	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__	0.063917256	0.491582492	other_families
MAG8909	0.446883650937517	0.45	0.45	ns	Kruskal-Wallis	SHCC123A_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__	0.613240801	0.95959596	other_genus_from_Bacteroidaceae
MAG8937	0.445630095682193	0.45	0.45	ns	Kruskal-Wallis	SHCC124B_bin.61	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp900544305	0.386275638	0.363636364	other_families
MAG9516	0.451351439998504	0.45	0.45	ns	Kruskal-Wallis	SHCC144A_bin.10	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Stercorousia	s__	0.282907785	0.905723906	other_families
MAG9749	0.450917769098569	0.45	0.45	ns	Kruskal-Wallis	SHCC151A_bin.16	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	0.199020781	0.363636364	other_families
MAG9867	0.446836149380862	0.45	0.45	ns	Kruskal-Wallis	SHCC156A_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-314	g__Limihabitans	s__	0.015196697	0.292929293	other_families
MAG10002	0.46466402531161	0.46	0.46	ns	Kruskal-Wallis	SHCC15A_bin.94	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp944393505	0.061375384	0.313131313	other_families
MAG10384	0.457857515403099	0.46	0.46	ns	Kruskal-Wallis	SHCC171A_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__DTU072	g__Stercoripulliclostridium_A	s__Stercoripulliclostridium_A merdigallinarum	0.116041636	0.417508418	other_families
MAG10469	0.458795385719841	0.46	0.46	ns	Kruskal-Wallis	SHCC175A_bin.15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Duodenibacillus	s__Duodenibacillus intestinigallinarum	0.070595727	0.296296296	other_families
MAG10973	0.460302604298553	0.46	0.46	ns	Kruskal-Wallis	SHCC188A_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp900547275	0.036494434	0.296296296	other_families
MAG10980	0.456724764472312	0.46	0.46	ns	Kruskal-Wallis	SHCC188A_bin.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp905214795	0.283202685	0.909090909	other_genus_from_Bacteroidaceae
MAG11048	0.46439779375797	0.46	0.46	ns	Kruskal-Wallis	SHCC18A_bin.2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Duodenibacillus	s__Duodenibacillus sp019410445	0.118609657	0.909090909	other_families
MAG11187	0.460019512018586	0.46	0.46	ns	Kruskal-Wallis	SHCC193A_bin.44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__	0.14273499	0.545454545	other_families
MAG11604	0.455180975692644	0.46	0.46	ns	Kruskal-Wallis	SHCC204B_bin.78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900540305	0.077070249	0.528619529	other_families
MAG12092	0.45991491320087	0.46	0.46	ns	Kruskal-Wallis	SHCC218A_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.076119242	0.461279461	other_genus_from_Bacteroidaceae
MAG12104	0.464853021110444	0.46	0.46	ns	Kruskal-Wallis	SHCC218A_bin.42	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-605	s__CAG-605 sp944359625	0.070947421	0.444444444	other_families
MAG12149	0.461373376261603	0.46	0.46	ns	Kruskal-Wallis	SHCC219A_bin.70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Avimuribaculum	s__	0.2053007	0.205387205	other_families
MAG12164	0.455458745098657	0.46	0.46	ns	Kruskal-Wallis	SHCC221A_bin.18	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAJMBK01	s__	0.249932098	0.562289562	other_families
MAG12571	0.459477890766384	0.46	0.46	ns	Kruskal-Wallis	SHCC234B_bin.79	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella excrementigallinarum	0.186027185	0.427609428	other_families
MAG12776	0.463346969215634	0.46	0.46	ns	Kruskal-Wallis	SHCC241A_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia sp003343765	0.337904047	0.861952862	other_families
MAG13116	0.460953922774765	0.46	0.46	ns	Kruskal-Wallis	SHCC251B_bin.124	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola barnesiae	0.375926987	0.774410774	g__Phocaeicola
MAG13157	0.462524645143291	0.46	0.46	ns	Kruskal-Wallis	SHCC251B_bin.83	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CALUPD01	s__	0.048775276	0.262626263	other_families
MAG13170	0.464807966838064	0.46	0.46	ns	Kruskal-Wallis	SHCC252A_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__	0.569336842	0.737373737	other_families
MAG13271	0.458141071095727	0.46	0.46	ns	Kruskal-Wallis	SHCC254B_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp019415945	0.034764421	0.249158249	other_families
MAG13329	0.458144698493738	0.46	0.46	ns	Kruskal-Wallis	SHCC256A_bin.37	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	0.067064845	0.346801347	other_families
